,Region,Relationship,Sex,Age,Times Left the Country,Month of Last Departure,Year of Last Departure,Marital Status,Education Level,Usual Work,Reason for Leaving,Base,Country Stayed,Expected Return (Months),Worked Abroad,Work,Industry,Average Monthly Income,Months Worked,Returned,Month Returned,Year Returned,Return Reason,Expected Month Returned,Expected Year Returned,Remittance Received,Cash Remittance,Mode of Remittance,Remittance Spent,Consumptions,Investments,Savings,Gift/Donation,Other,Consumptions Percent,Investments Percent,Savings Percent,Gift/Donation Percent,Other Percent,Returned Apr-Sep,Cash Home,Receive Goods/Products,Total Imputed Value of Goods/Products,Past 6 Months Indicator
1612,Western Visayas,Spouse,Male,43,1,August,2022,Married/Living Together,College Undergraduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,48,Yes,Service and Sales Workers,Accommodation and Food Service Activities,45000,13,No,,,,August,2026,With Remittance,168000.0,Bank,,True,False,True,False,True,15.0,0.0,75.0,0.0,10.0,No,,No,,Yes
1613,Western Visayas,Head,Male,55,3,November,2022,Married/Living Together,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Sea-based,Taiwan,7,Yes,Technicians and Associate Professionals,Transportation and Storage,250000,25,Yes,June,2023,End of Contract,,,With Remittance,400000.0,Bank,,True,True,True,True,False,70.0,15.0,10.0,5.0,0.0,Yes,250000.0,No,,Yes
1614,Western Visayas,Children's Spouse,Male,37,4,August,2021,Married/Living Together,College Graduate,Managers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,10,Yes,Technicians and Associate Professionals,Transportation and Storage,72800,46,Yes,July,2022,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1615,Western Visayas,Spouse,Male,44,3,July,2023,Married/Living Together,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Sea-based,Japan,9,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,190000,38,No,,,,April,2024,With Remittance,300000.0,Bank,,True,True,True,False,True,25.0,45.0,10.0,0.0,20.0,No,,No,,Yes
1616,Western Visayas,Spouse,Female,38,1,April,2021,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Taiwan,48,Yes,Clerical Support Workers,Information and Communication,50000,29,No,,,,April,2025,With Remittance,160000.0,Money Transer Service,,True,True,False,True,False,70.0,20.0,0.0,10.0,0.0,No,,No,,Yes
1617,Western Visayas,Spouse,Female,43,2,May,2022,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,24,Yes,Service and Sales Workers,Other Service Activities,30000,45,Yes,June,2023,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,15000.0,No,,Yes
1618,Western Visayas,Spouse,Female,27,1,October,2022,Married/Living Together,Junior High Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,23,Yes,Elementary Occupations,Other Service Activities,30000,11,No,,,,September,2024,With Remittance,120000.0,Bank,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
1619,Western Visayas,Other,Female,57,1,February,2023,Single,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,88,Yes,Elementary Occupations,Other Service Activities,30000,7,No,,,,,,With Remittance,8000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
1620,Western Visayas,Child,Male,27,1,November,2021,Single,College Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,36,Yes,Service and Sales Workers,Accommodation and Food Service Activities,50000,22,No,,,,November,2024,With Remittance,40000.0,Money Transer Service,,True,True,True,True,False,50.0,10.0,20.0,20.0,0.0,No,,No,,Yes
1621,Western Visayas,Child,Female,45,1,September,2023,Married/Living Together,Post Baccalaureate/ Post Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in SE & SC Asia,18,Yes,Professionals,Education,57000,0,No,,,,March,2025,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,Yes
1622,Western Visayas,Head,Female,38,1,February,2020,Married/Living Together,College Graduate,Non-gainful occupations,Tourist,,Other Countries in East Asia,29,No,,,,,Yes,July,2022,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1623,Western Visayas,Spouse,Male,45,2,February,2022,Married/Living Together,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in East Asia,24,Yes,Professionals,Education,100000,46,No,,,,February,2024,With Remittance,160000.0,Bank,,True,True,True,False,False,40.0,40.0,20.0,0.0,0.0,No,,No,,Yes
1624,Western Visayas,Child,Male,32,1,February,2023,Single,College Graduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,9,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,40000,7,No,,,,November,2023,With Remittance,60000.0,Bank,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
1625,Western Visayas,Other,Female,28,1,March,2022,Married/Living Together,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Africa,24,Yes,Elementary Occupations,Other Service Activities,20000,18,No,,,,March,2024,With Remittance,6000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
1626,Western Visayas,Child,Female,35,1,September,2022,Single,Junior High Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,24,Yes,Elementary Occupations,Other Service Activities,20000,12,No,,,,September,2024,With Remittance,90000.0,Money Transer Service,,True,True,False,False,False,70.0,30.0,0.0,0.0,0.0,No,,No,,Yes
1627,Western Visayas,Spouse,Female,42,2,January,2022,Married/Living Together,Junior High Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,24,Yes,Elementary Occupations,Other Service Activities,50000,56,No,,,,January,2024,With Remittance,50000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
1628,Western Visayas,Spouse,Female,37,1,November,2019,Married/Living Together,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,32,Yes,Elementary Occupations,Other Service Activities,30000,32,Yes,July,2022,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1629,Western Visayas,Spouse,Male,45,5,March,2023,Married/Living Together,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,10,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,100000,46,No,,,,January,2024,With Remittance,300000.0,Bank,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
1630,Western Visayas,Spouse,Female,31,1,October,2019,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,60,Yes,Elementary Occupations,Other Service Activities,25000,47,No,,,,October,2024,With Remittance,60000.0,Bank,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
1631,Western Visayas,Spouse,Female,34,2,September,2020,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,27,Yes,Elementary Occupations,Other Service Activities,20000,36,Yes,September,2022,End of Contract,,,With Remittance,42000.0,Bank,,True,False,True,False,False,70.0,0.0,30.0,0.0,0.0,No,,No,,No
1632,Western Visayas,Spouse,Female,52,3,May,2023,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,12,Yes,Service and Sales Workers,Accommodation and Food Service Activities,50000,24,No,,,,May,2024,With Remittance,150000.0,Money Transer Service,,True,False,True,True,False,50.0,0.0,40.0,10.0,0.0,No,,Yes,60000.0,Yes
1633,Western Visayas,Sibling,Female,28,3,September,2022,Divorced/Separated,College Undergraduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Elementary Occupations,Other Service Activities,20000,60,No,,,,September,2024,With Remittance,30000.0,Bank,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,Yes,7500.0,Yes
1634,Western Visayas,Child,Female,36,3,March,2020,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,24,Yes,Technicians and Associate Professionals,Human Health and Social Work Activities,80000,48,Yes,February,2023,End of Contract,,,With Remittance,120000.0,Bank,,True,False,True,True,False,70.0,0.0,20.0,10.0,0.0,No,,No,,No
1635,Western Visayas,Spouse,Female,45,1,May,2019,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in East Asia,58,Yes,Elementary Occupations,Other Service Activities,15000,52,No,,,,March,2024,With Remittance,30000.0,Bank,,True,False,True,False,False,70.0,0.0,30.0,0.0,0.0,No,,No,,Yes
1636,Western Visayas,Spouse,Female,33,1,March,2019,Married/Living Together,Junior High Undergraduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,57,Yes,Elementary Occupations,Other Service Activities,20000,54,No,,,,December,2023,With Remittance,30000.0,Money Transer Service,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,Yes,9000.0,Yes
1637,Western Visayas,Child,Female,30,1,April,2023,Single,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,32,Yes,Elementary Occupations,Other Service Activities,28000,5,No,,,,December,2025,With Remittance,25000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
1638,Western Visayas,Child,Female,28,2,February,2022,Single,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,40,Yes,Elementary Occupations,Other Service Activities,30000,22,No,,,,June,2025,With Remittance,38000.0,Money Transer Service,,True,True,True,False,False,50.0,30.0,20.0,0.0,0.0,No,,No,,Yes
1639,Western Visayas,Spouse,Female,38,1,February,2023,Married/Living Together,Junior High Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Elementary Occupations,Other Service Activities,25000,7,No,,,,February,2025,With Remittance,60000.0,Bank,,True,False,True,True,False,70.0,0.0,20.0,10.0,0.0,No,,No,,Yes
1640,Western Visayas,Spouse,Female,35,1,May,2023,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,24,Yes,Elementary Occupations,Other Service Activities,30000,4,No,,,,May,2025,With Remittance,40000.0,Bank,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
1641,Western Visayas,Child,Female,33,2,October,2018,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,54,Yes,Elementary Occupations,Other Service Activities,23000,53,Yes,March,2023,End of Contract,,,With Remittance,40000.0,Bank,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,No
1642,Western Visayas,Spouse,Male,51,8,April,2023,Married/Living Together,,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Singapore,4,Yes,Elementary Occupations,Administrative and Support Service Activities,30000,5,Yes,September,2023,End of Contract,,,With Remittance,75000.0,Bank,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,100000.0,No,,Yes
1643,Western Visayas,Child,Male,26,4,January,2022,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Managers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Singapore,8,Yes,Elementary Occupations,Administrative and Support Service Activities,30000,8,Yes,September,2022,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1644,Western Visayas,Child,Female,28,1,May,2019,Single,College Graduate,Clerical Support Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,26,Yes,Clerical Support Workers,Manufacturing,30000,26,Yes,July,2021,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1645,Western Visayas,Child,Male,26,1,October,2022,Married/Living Together,Junior High Graduate,Service and Sales Workers,Tourist,,Other Countries in SE & SC Asia,5,No,,,,,Yes,March,2023,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1646,Western Visayas,Children's Spouse,Female,26,2,February,2022,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in SE & SC Asia,13,Yes,Professionals,Education,30000,18,Yes,March,2023,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1647,Western Visayas,Spouse,Female,35,1,November,2022,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,24,Yes,Elementary Occupations,Other Service Activities,20000,10,No,,,,November,2024,With Remittance,30000.0,Other,,True,False,True,False,False,75.0,0.0,25.0,0.0,0.0,No,,No,,Yes
1648,Western Visayas,Child,Female,32,2,April,2023,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,24,Yes,Elementary Occupations,Other Service Activities,25000,5,No,,,,April,2025,With Remittance,225000.0,Money Transer Service,,True,False,True,False,False,60.0,0.0,40.0,0.0,0.0,No,,No,,Yes
1649,Western Visayas,Sibling,Female,32,1,May,2019,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Taiwan,47,Yes,Elementary Occupations,Manufacturing,30000,47,Yes,April,2023,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,100000.0,No,,Yes
1650,Western Visayas,Spouse,Female,33,1,June,2023,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,24,Yes,Elementary Occupations,Other Service Activities,30000,3,No,,,,June,2025,With Remittance,30000.0,Money Transer Service,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
1651,Western Visayas,Child,Male,34,2,May,2023,Single,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Service and Sales Workers,Accommodation and Food Service Activities,40000,29,No,,,,May,2025,With Remittance,55000.0,Money Transer Service,,True,False,True,False,True,60.0,0.0,20.0,0.0,20.0,No,,No,,Yes
1652,Western Visayas,Child,Male,38,5,September,2023,Married/Living Together,College Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,United Arab Emirates,9,Yes,"Skilled Agricultural, Forestry and Fishery Workers",Transportation and Storage,50000,50,No,,,,June,2024,With Remittance,150000.0,Bank,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
1653,Western Visayas,Spouse,Male,33,4,February,2023,Married/Living Together,College Graduate,Non-gainful occupations,Tourist,,North and South America,8,No,,,,,No,,,,October,2023,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1654,Western Visayas,Child,Male,26,2,July,2023,Single,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,9,Yes,"Skilled Agricultural, Forestry and Fishery Workers",Transportation and Storage,40000,11,No,,,,April,2024,With Remittance,60000.0,Bank,,True,False,True,False,False,60.0,0.0,40.0,0.0,0.0,Yes,50000.0,No,,Yes
1655,Western Visayas,Spouse,Male,45,1,January,2023,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,North and South America,24,Yes,Plant and Machine Operators and Assemblers,Manufacturing,70000,8,No,,,,January,2025,With Remittance,180000.0,Bank,,True,False,True,False,False,70.0,0.0,30.0,0.0,0.0,No,,No,,Yes
1656,Western Visayas,Child,Female,34,3,August,2023,Single,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Professionals,Human Health and Social Work Activities,40000,50,No,,,,August,2025,With Remittance,75000.0,Bank,,True,False,True,False,False,70.0,0.0,30.0,0.0,0.0,No,,No,,Yes
1657,Western Visayas,Spouse,Female,47,2,November,2021,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,36,Yes,Elementary Occupations,Other Service Activities,15000,57,No,,,,November,2024,With Remittance,20000.0,Money Transer Service,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,Yes,15000.0,Yes
1658,Western Visayas,Spouse,Male,45,3,April,2022,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,24,Yes,Service and Sales Workers,Human Health and Social Work Activities,70200,53,No,,,,April,2024,With Remittance,270000.0,Bank,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,Yes,70000.0,Yes
1659,Western Visayas,Head,Male,60,1,July,2019,Married/Living Together,Junior High Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Tourist,,United Arab Emirates,3,No,,,,,Yes,October,2019,Visit,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1660,Western Visayas,Spouse,Female,53,1,June,2023,Married/Living Together,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Tourist,,United Arab Emirates,12,No,,,,,No,,,,June,2024,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1661,Western Visayas,Head,Male,55,2,October,2018,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Managers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,48,Yes,Technicians and Associate Professionals,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,30000,48,Yes,November,2022,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1662,Western Visayas,Spouse,Female,41,2,November,2021,Married/Living Together,College Graduate,Clerical Support Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,24,Yes,Professionals,Education,50000,23,No,,,,November,2023,With Remittance,180000.0,Money Transer Service,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
1663,Western Visayas,Children's Spouse,Female,29,1,October,2020,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,17,Yes,Elementary Occupations,Other Service Activities,25000,17,Yes,March,2022,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1664,Western Visayas,Spouse,Female,52,2,November,2022,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,24,Yes,Elementary Occupations,Other Service Activities,30000,35,No,,,,November,2024,With Remittance,116000.0,Bank,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,No,,Yes
1665,Western Visayas,Spouse,Female,42,2,December,2022,Married/Living Together,College Undergraduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,24,Yes,Elementary Occupations,Other Service Activities,15000,34,No,,,,December,2024,With Remittance,30000.0,Money Transer Service,,True,False,True,False,False,60.0,0.0,40.0,0.0,0.0,No,,No,,Yes
1666,Western Visayas,Head,Male,47,3,July,2023,Married/Living Together,College Graduate,Managers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,36,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,30000,12,Yes,September,2023,End of Contract,,,With Remittance,130000.0,Money Transer Service,,True,False,True,False,True,80.0,0.0,10.0,0.0,10.0,Yes,150000.0,Yes,100.0,Yes
1667,Western Visayas,Head,Female,57,2,May,2020,Widowed,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,48,Yes,Elementary Occupations,Other Service Activities,20000,36,Yes,May,2023,End of Contract,,,With Remittance,25000.0,Money Transer Service,,True,False,True,False,False,90.0,0.0,10.0,0.0,0.0,Yes,50000.0,Yes,110.0,Yes
1668,Western Visayas,Spouse,Female,50,3,March,2023,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,24,Yes,Clerical Support Workers,Administrative and Support Service Activities,40000,54,No,,,,March,2025,With Remittance,155000.0,Bank,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
1669,Western Visayas,Child,Male,26,1,July,2023,Single,College Undergraduate,Non-gainful occupations,Tourist,,United Arab Emirates,4,No,,,,,No,,,,November,2023,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1670,Western Visayas,Child,Female,38,3,August,2022,Single,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Taiwan,24,Yes,Clerical Support Workers,Human Health and Social Work Activities,50000,60,No,,,,August,2024,With Remittance,30000.0,Bank,,True,False,True,False,False,60.0,0.0,40.0,0.0,0.0,No,,Yes,13800.0,Yes
1671,Western Visayas,Child,Male,36,3,August,2022,Single,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,Taiwan,24,Yes,Service and Sales Workers,Accommodation and Food Service Activities,60000,60,No,,,,August,2024,With Remittance,30000.0,Bank,,True,False,True,True,False,60.0,0.0,30.0,10.0,0.0,No,,Yes,9500.0,Yes
1672,Western Visayas,Child,Male,38,3,March,2023,Single,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Japan,24,Yes,Elementary Occupations,Construction,15000,55,No,,,,March,2025,With Remittance,40000.0,Money Transer Service,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,Yes,11000.0,Yes
1673,Western Visayas,Spouse,Female,31,3,February,2023,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,24,Yes,Elementary Occupations,Other Service Activities,18000,60,No,,,,February,2025,With Remittance,60000.0,Money Transer Service,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,Yes,9000.0,Yes
1674,Western Visayas,Child,Male,24,1,July,2022,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Other Countries in East Asia,24,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,150000,14,No,,,,July,2024,With Remittance,120000.0,Bank,,True,False,True,False,False,70.0,0.0,30.0,0.0,0.0,No,,No,,Yes
1675,Western Visayas,Child,Female,31,1,May,2022,Divorced/Separated,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,24,Yes,Elementary Occupations,Other Service Activities,18000,16,No,,,,May,2024,With Remittance,30000.0,Money Transer Service,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,Yes,13000.0,Yes
1676,Western Visayas,Child,Male,32,2,August,2023,Single,College Undergraduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Service and Sales Workers,Accommodation and Food Service Activities,28000,25,No,,,,August,2025,With Remittance,62000.0,Money Transer Service,,True,True,True,False,False,50.0,10.0,40.0,0.0,0.0,No,,Yes,38000.0,Yes
1677,Western Visayas,Head,Male,33,3,April,2019,Single,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,6,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,120000,18,Yes,February,2020,Covid-19,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1678,Western Visayas,Spouse,Male,39,8,August,2023,Married/Living Together,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Other Countries in East Asia,6,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,100000,43,No,,,,February,2024,With Remittance,320000.0,Bank,,True,True,True,True,False,40.0,50.0,7.0,3.0,0.0,No,,Yes,28000.0,Yes
1679,Western Visayas,Sibling,Male,42,1,January,2021,Single,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,36,Yes,Technicians and Associate Professionals,Other Service Activities,30000,32,No,,,,January,2024,With Remittance,25000.0,Money Transer Service,,False,True,False,True,False,0.0,95.0,0.0,5.0,0.0,No,,No,,Yes
1680,Western Visayas,Spouse,Female,34,1,October,2022,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,24,Yes,Elementary Occupations,Other Service Activities,22000,11,No,,,,October,2024,With Remittance,35000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
1681,Western Visayas,Child,Female,32,1,July,2023,Single,Elementary Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,2,Yes,Elementary Occupations,Other Service Activities,25000,2,Yes,September,2023,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,4000.0,No,,Yes
1682,Western Visayas,Sibling,Female,69,2,January,2019,Single,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,North and South America,24,Yes,Elementary Occupations,Other Service Activities,60000,48,Yes,January,2021,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1683,Western Visayas,Spouse,Female,50,5,September,2022,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,36,Yes,Elementary Occupations,Other Service Activities,30000,60,No,,,,September,2025,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,Yes
1684,Western Visayas,Child,Female,29,2,January,2021,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,11,Yes,Elementary Occupations,Other Service Activities,25000,11,Yes,December,2021,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
1685,Western Visayas,Children's Spouse,Male,34,5,December,2022,Married/Living Together,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Sea-based,Taiwan,10,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,50000,45,No,,,,October,2023,With Remittance,240000.0,Bank,,True,True,True,False,False,20.0,50.0,30.0,0.0,0.0,No,,No,,Yes
1686,Western Visayas,Spouse,Female,48,2,January,2023,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,24,Yes,Elementary Occupations,Other Service Activities,20000,24,Yes,June,2023,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,50000.0,No,,Yes
1687,Western Visayas,Spouse,Male,35,2,December,2022,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Service and Sales Workers,Accommodation and Food Service Activities,35000,9,No,,,,December,2024,With Remittance,120000.0,Money Transer Service,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,No,,Yes
